cust,sum,count
M494192279,2107671.0,124
M494356798,4152170.0,259
M494364871,10140120.0,123
M494423108,4728818.0,189
M494552022,63626572.0,715
M494604645,487780.0,95
M494695063,2252720.0,23
M494702762,1308930.0,150
M494823551,3692078.0,215
M495002832,1135450.0,24
M495065676,7568000.0,102
M495361499,1813700.0,83
M495434475,2618307.0,176
M495556514,6914020.0,270
M495624927,900682.0,96
M495689896,1128353.0,167
M495754168,3822916.0,400
M495972460,7896000.0,94
M496211794,2728826.0,109
M496460862,82200.0,19
M496687499,502000.0,1
M496711777,5048883.0,907
M496726518,1303740.0,120
M496844384,970128.0,100
M496935141,3379310.0,64
M497205803,1625940.0,65
M497458467,2116406.0,81
M497478440,1828410.0,58
M497708148,4728520.0,148
M497778171,1004020.0,128
M497779374,2585262.0,298
M497868985,4065883.0,235
M497989990,5784650.0,151
M498013709,18708772.0,180
M498044463,267900.0,90
M498076049,2614650.0,129
M498163341,4911500.0,413
M498271873,1978052.0,205
M498349355,5372760.0,144
M498354511,4083049.0,331
M498497303,2103740.0,15
M498547378,1288361.0,124
M498938069,3150704.0,208
M499006371,1055829.0,192
M499015819,13920994.0,767
M499021531,2604395.0,231
M499032032,5838185.0,618
M499051680,101148830.0,402
M499149819,7800.0,2
M499221978,19105810.0,283
M499271557,1387800.0,49
M499348574,5874420.0,170
M499719466,902770.0,139
M500004200,4746922.0,232
M500171023,3379198.0,173
M500789827,8102974.0,349
M500829793,2513461.0,140
M500919418,3832240.0,108
M500927388,2396136.0,403
M501143162,6757744.0,516
M501167377,3233850.0,124
M501197016,2057268.0,340
M501385524,766090.0,29
M501421958,4737810.0,79
M501683336,890070.0,72
M501811392,1204240.0,45
M501886558,385600.0,5
M502016445,1504319.0,225
M502145443,814650.0,86
M502203551,2004100.0,91
M502216930,13896190.0,288
M502480776,2294210.0,124
M502599967,1568307.0,114
M502687046,18950.0,2
M502827390,6807516.0,374
M502940528,2503270.0,203
M502968965,33900.0,1
M503108006,5333794.0,93
M503141786,9480664.0,435
M503226381,1189570.0,171
M503336811,1530700.0,121
M503541617,256470.0,61
M503571786,1330838.0,197
M503602403,634520.0,21
M503639362,1590410.0,61
M503646563,1485990.0,45
M503650621,428250.0,74
M503846810,30155570.0,431
M503964131,1602980.0,138
M503972067,9914970.0,87
M503976117,4059390.0,284
M504105233,5653868.0,504
M504189976,3576700.0,85
M504238193,4668188.0,202
M504293568,333500.0,8
M504511915,7336226.0,767
M504661698,9523412.0,312
M504707751,27114120.0,507
M504929950,522600.0,85
M505062003,1043130.0,61
M505175657,6238244.0,675
M505253522,6021050.0,473
M505536094,844310.0,151
M505580896,33105210.0,324
M505640110,2946130.0,97
M505883444,742350.0,28
M506137029,139791620.0,459
M506154904,14230750.0,320
M506196709,544500.0,24
M506200026,2820570.0,290
M506355556,3045690.0,62
M506381144,26074964.0,585
M506419952,2844810.0,375
M506513288,9300282.0,174
M506965359,9387078.0,161
M507373394,697210.0,75
M507376455,10574860.0,169
M507502179,1749410.0,64
M507566325,13007201.0,175
M507653013,10646562.0,325
M507693583,255500.0,2
M507715039,263280.0,68
M507815553,44455814.0,494
M507849282,1294672.0,40
M507874368,1647990.0,30
M507913485,1476870.0,45
M508260563,3690030.0,452
M508515291,122583757.0,224
M508556973,1400748.0,235
M508616642,3677270.0,157
M508770728,3147230.0,298
M509070078,27700270.0,300
M509238814,670498.0,97
M509947378,4093342.0,742
M510180176,2989350.0,58
M510199810,897400.0,90
M510250069,2663590.0,642
M510541096,363600.0,8
M510561765,8538668.0,256
M510777212,4611189.0,59
M510945311,1833890.0,60
M510980196,3054410.0,111
M511015910,2237025.0,240
M511063788,5635311.0,1470
M511065206,70517360.0,325
M511106441,2496790.0,114
M511242561,2883108.0,336
M511323683,5534599.0,856
M511374133,12665388.0,361
M511590743,2345557.0,447
M511663142,1740210.0,119
M511952367,30137550.0,196
M512121304,5908902.0,358
M512349125,1918460.0,116
M512370395,811230.0,33
M512481656,588570.0,70
M512616898,3533912.0,212
M512846495,3506236.0,177
M513156241,1474995.0,241
M513308211,3624920.0,172
M513376935,6116490.0,391
M513438801,993520.0,124
M513499517,57720.0,5
M513514120,822100.0,28
M513535820,3960470.0,68
M513900564,3783872.0,291
M513920871,3767226.0,663
M513994046,1057060.0,114
M514334518,1034713.0,52
M514361512,15578540.0,46
M514424109,31878192.0,397
M514427528,3626836.0,447
M514521632,7417705.0,722
M514720903,203980.0,26
M514752762,8076700.0,91
M515048392,82694.0,42
M515166258,11800588.0,406
M515194102,5929020.0,87
M515254286,2394754.0,154
M515556112,2352287.0,346
M515575574,3435600.0,24
M515653605,4880130.0,149
M515774509,13201244.0,292
M515782748,4327120.0,458
M515868178,2904980.0,100
M516199590,6349128.0,443
M516307818,7890590.0,345
M516379290,1316932.0,186
M516522838,1309950.0,39
M516619138,3629330.0,194
M516690388,5949123.0,514
M516768266,1666642.0,153
M517174946,1833939.0,221
M517205558,8235776.0,295
M517245362,2610000.0,91
M517346970,7893073.0,406
M517637921,4574061.0,482
M517671476,1240260.0,17
M517685356,547052.0,155
M517833464,1052455.0,76
M517845894,6000.0,1
M517993147,3556900.0,123
M518080046,2704537.0,379
M518544822,3239200.0,58
M518600195,4011006.0,567
M518774445,3383265.0,413
M518794303,3372033.0,111
M518794444,548838.0,71
M519222767,1057050.0,165
M519328752,1677840.0,47
M519377314,7739350.0,95
M519465785,1545197.0,78
M519529245,3804150.0,190
M519532746,7675830.0,50
M519719724,445270.0,23
M519878389,6994501.0,872
M519922487,1615434.0,32
M519989072,11272000.0,124
M520342216,137400.0,14
M520363032,1439210.0,87
M520651655,1032870.0,87
M520687520,3187740.0,124
M521015956,62567200.0,118
M521037818,27134674.0,124
M521039769,10775970.0,146
M521237134,424410.0,14
M521326390,1474100.0,107
M521480196,6640448.0,494
M521497159,25679280.0,101
M521704880,5606017.0,242
M521720846,941714.0,86
M521767062,4876360.0,180
M521805564,1360110.0,112
M522140787,2672340.0,80
M522356246,2495665.0,177
M522469551,2005970.0,103
M522827679,26553703.0,503
M523038535,173158020.0,261
M523181102,244945.0,24
M523201665,2438809.0,442
M523282055,242390.0,32
M523321480,1960168.0,257
M523349431,5467486.0,835
M523368904,47500.0,47
M523752370,2223244.0,169
M523807626,11649000.0,79
M523838710,444376.0,118
M523892711,10682834.0,542
M523949881,270700.0,7
M524052445,116140.0,19
M524211735,2963432.0,62
M524225732,485950.0,11
M524627383,729666.0,49
M524722095,2235600.0,6
M524915746,285690.0,63
M525086002,3230030.0,143
M525212319,3940000.0,93
M525425562,886390.0,197
M525733423,2644790.0,130
M526069351,1305850.0,74
M526106582,79120.0,22
M526244631,111615288.0,732
M526334474,1657786.0,189
M526350048,60115881.0,1264
M526374468,183800.0,3
M526408168,2151600.0,40
M526408775,3382110.0,296
M526667458,912307.0,189
M526670768,1896535.0,138
M526883169,2768820.0,228
M527139312,20939408.0,576
M527290873,823300.0,20
M527296047,6641710.0,401
M527453447,4682935.0,568
M527526585,60589300.0,829
M527555322,1785769.0,151
M527585198,3378445.0,197
M527671745,1228740.0,97
M527787287,26925330.0,425
M527833762,3065500.0,49
M527976053,193450.0,32
M527982111,2836820.0,344
M528020998,9271062.0,371
M528158352,998360.0,162
M528192834,48158890.0,236
M528261257,12958560.0,358
M528487912,9533735.0,706
M528556313,8937818.0,346
M528799855,1022407.0,214
M528822676,12380740.0,61
M528858437,3400630.0,206
M528999951,2574170.0,142
M529174515,1559390.0,47
M529228770,6271134.0,446
M529346193,8021310.0,115
M529396267,1955750.0,155
M529642527,2861392.0,292
M529745799,6553432.0,288
M529964448,4006250.0,61
M529966394,10542867.0,1197
M529991273,6913533.0,734
M530108942,1700782.0,207
M530181963,1080100.0,16
M530257470,655370.0,80
M530704822,9487900.0,122
M530779190,1047830.0,117
M530861584,2461208.0,207
M530948880,385000.0,51
M530984837,6716241.0,106
M531007110,387210.0,87
M531114951,2469730.0,244
M531183910,2028059.0,310
M531471922,30048765.0,806
M531576789,18959510.0,86
M531768765,6264268.0,268
M531771523,8427305.0,515
M531859592,46600.0,15
M531995914,2433138.0,181
M532122055,2320340.0,5
M532206293,2807450.0,52
M532451410,4704552.0,212
M532460156,20030310.0,117
M532543101,8312860.0,122
M532580719,5652280.0,387
M532581347,2455460.0,107
M533104542,18997280.0,308
M533161668,643630.0,24
M533162014,24668851.0,935
M533224279,4787460.0,477
M533286446,7255732.0,260
M533330698,6046150.0,106
M533392376,11562840.0,391
M533470775,1305610.0,186
M533588678,5002370.0,330
M533642636,426020.0,17
M533679068,1898112.0,157
M533928784,208800.0,4
M533962219,4243145.0,606
M534203599,21935460.0,164
M534285064,5472187.0,330
M534286027,9506188.0,576
M534389941,1169320.0,176
M534542211,3573146.0,320
M534655200,1425170.0,133
M534798969,2188230.0,191
M534845877,6067371.0,506
M535064924,232250.0,34
M535280825,912720.0,89
M535478906,3239756.0,489
M535511186,2108536.0,149
M535617055,14633608.0,367
M535619013,2627632.0,191
M535646653,5993147.0,130
M535690091,3805200.0,59
M535728903,2038890.0,67
M536053706,1378099.0,39
M536262100,2882222.0,308
M536342722,1909430.0,40
M536546587,383940.0,77
M536589015,1484815.0,142
M536610498,392900.0,6
M536644170,10140662.0,566
M536652207,3868819.0,56
M536828618,1860800.0,77
M536853719,1804410.0,270
M536862206,6758520.0,47
M536873138,4646461.0,466
M537458579,3526150.0,102
M537474818,1379260.0,137
M537608342,3024610.0,296
M537611093,16350970.0,324
M537737239,288220.0,25
M537998546,5512836.0,295
M538523945,1142780.0,112
M538589276,8750769.0,786
M538813915,92082.0,24
M538840625,2941140.0,172
M538975514,12705802.0,602
M539319916,95032.0,18
M539360434,3523800.0,16
M539460331,10159935.0,458
M539494433,5660296.0,235
M539626897,529850.0,36
M539694666,1493359.0,178
M539762810,6812220.0,295
M539802599,2038940.0,177
M539893665,8320114.0,625
M540175028,1972427.0,246
M540248662,5022815.0,746
M540302401,3070620.0,136
M540390805,757080.0,12
M540532824,6255740.0,533
M540600430,10532017.0,501
M540649055,4693548.0,108
M540663595,55248946.0,495
M540731063,1235922.0,168
M540775338,2959969.0,424
M541273341,951910.0,52
M541316539,241760.0,8
M541414221,650770.0,40
M541462455,4974330.0,34
M542006779,1470030.0,48
M542138606,2788684.0,186
M542261570,6986637.0,227
M542286880,1213819.0,118
M542324199,1893160.0,23
M542460712,23414835.0,618
M542470408,5243330.0,211
M542511715,1713680.0,26
M542814763,860300.0,42
M542880486,9691390.0,108
M542951365,393076.0,92
M543014243,1164296.0,93
M543401064,3473814.0,213
M543529847,6166980.0,77
M543680242,3793226.0,435
M543693843,4880280.0,97
M543737993,4687280.0,213
M543830283,1939680.0,200
M543864379,17682330.0,272
M543938728,4147080.0,360
M543999421,5716803.0,306
M544007035,8998486.0,654
M544094815,2591040.0,83
M544099027,11136350.0,111
M544173408,1405830.0,99
M544201308,21430630.0,448
M544221880,2712730.0,54
M544233576,1884992.0,171
M544648848,415760.0,23
M544964240,2846954.0,452
M545113921,60476440.0,182
M545135785,3457601.0,389
M545314003,479070.0,52
M545352253,1361530.0,61
M545634703,4089119.0,201
M545673489,2231712.0,380
M545868798,4643956.0,493
M545976064,1760700.0,13
M546095031,1802578.0,203
M546151085,3448459.0,306
M546343509,2574790.0,81
M546399641,29500.0,1
M546402650,7115720.0,101
M546513832,7572661.0,451
M546609869,2842280.0,276
M546752252,90650.0,3
M546798182,2429969.0,236
M546999033,16997730.0,255
M547086261,1998040.0,128
M547196309,9721510.0,143
M547318357,2481954.0,253
M547337385,1283822.0,166
M547486357,1384443300.0,237
M547703513,733080.0,34
M547880508,4736362.0,474
M547882057,1410052.0,145
M548297963,2300.0,1
M548392751,4696151.0,623
M548452721,3910700.0,48
M548492157,2352840.0,173
M548590587,8000104.0,820
M548867801,1724450.0,42
M548983113,5340340.0,44
M549027174,2515480.0,554
M549233825,1356440.0,114
M549407461,6025038.0,94
M549643749,10541500.0,42
M549705705,1169591.0,192
M549796774,4215622.0,328
M549897905,2043860.0,142
M549951590,1384520.0,38
M550015775,411400.0,6
M550041858,3791460.0,89
M550123431,2361690.0,43
M550221650,4157270.0,61
M550537941,20528158.0,685
M550569270,1333750.0,195
M550591171,2625760.0,76
M550739463,18800681.0,745
M550775976,223835.0,28
M550841300,3826292.0,461
M551137863,2316680.0,201
M551179116,7145979.0,714
M551197787,3289398.0,190
M551416446,592810.0,124
M551427869,18447730.0,373
M551449957,4535790.0,83
M551565765,1964664.0,207
M551725020,5465148.0,93
M551939528,4093478.0,176
M552058646,5104160.0,171
M552073499,6777710.0,684
M552145990,7963340.0,241
M552309965,614807.0,90
M552585249,4612766.0,358
M552638745,2521298100.0,322
M552676439,9056538.0,313
M552806075,656700.0,5
M552927798,3205480.0,24
M553397592,4874693.0,389
M553479889,4681520.0,174
M553736639,4861234.0,407
M553752204,1806952.0,204
M553844316,4699846.0,536
M554010891,3085540.0,58
M554180891,601345.0,116
M554361496,2399150.0,78
M554410659,25508210.0,236
M554554077,3612840.0,139
M554663251,5086420.0,36
M555023275,4306322.0,154
M555128879,3835410.0,349
M555145390,8778013.0,565
M555162156,5124426.0,265
M555242794,4011130.0,203
M555439355,4711668.0,321
M555634783,4023730.0,176
M555691097,1737267.0,96
M555714856,9562412.0,527
M556048284,5886174.0,533
M556097968,5230550.0,239
M556347395,14985984.0,1099
M556390885,68968649.0,924
M556467497,421670.0,9
M556494467,1783449.0,40
M556547432,577679.0,83
M556624164,2606000.0,158
M556693964,1245742.0,149
M556829114,1126840.0,84
M556872168,5541164.0,338
M556896683,17808820.0,788
M556903572,483020.0,91
M556916622,2489255.0,389
M556921028,1000970.0,79
M557238681,2952840.0,37
M557319676,5339166.0,395
M557452739,10575048.0,673
M557542676,2881290.0,84
M557607301,6734337.0,814
M557786648,41225650.0,228
M557826490,3874580.0,161
M558050715,1798238.0,284
M558051641,2488760.0,62
M558461402,4558250.0,84
M558895673,5589108.0,368
M558914178,4180060.0,56
M559034937,14406150.0,79
M559097269,7411320.0,32
M559120438,48643261.0,624
M559504689,2363569.0,137
M559508510,29400.0,1
M559528576,2238349.0,76
M559587345,8820530.0,86
M559598030,1441680.0,95
M559833735,12677750.0,233
M560108351,24900.0,1
M560474744,1405890.0,150
M560567624,1698050.0,192
M560695362,12090524.0,442
M560788323,14688456.0,172
M560932123,6148420.0,346
M560958428,4865460.0,367
M561020740,3227340.0,73
M561234899,2145180.0,140
M561426592,188691050.0,135
M561582322,2123500.0,56
M561766071,42953286.0,340
M561798905,3806600.0,6
M561835120,30564663.0,97
M561909752,896060.0,43
M562150787,696460.0,34
M562152239,16259611.0,550
M562279808,8438280.0,143
M562358473,3452860.0,38
M562367959,8205990.0,447
M562512968,9444281.0,1203
M562662978,2314395.0,110
M562689353,1855390.0,138
M562823758,2594568.0,318
M562972198,1142830.0,33
M563239564,924720.0,33
M563591752,2267007.0,120
M563665889,9300485.0,269
M564017947,25719513.0,209
M564299660,1717990.0,158
M564688750,2998950.0,28
M564821952,5500147.0,270
M564837751,2446180.0,247
M565046184,2235730.0,74
M565088953,2040228.0,122
M565168909,853356.0,152
M565268465,76645580.0,200
M565559792,73910.0,13
M565720454,640980.0,26
M565861207,5628770.0,266
M565908693,1247676.0,177
M566015264,7507170.0,194
M566336454,3015060.0,571
M566392706,3881430.0,232
M566433136,13359888.0,1568
M566445984,2211480.0,30
M566579499,494650.0,110
M566584359,48738410.0,85
M566622815,1774722.0,145
M566689756,7649749.0,483
M566703167,5792500.0,54
M566761869,1215670.0,33
M566801849,3341080.0,107
M566955270,529050.0,62
M567160601,9423500.0,105
M567331707,11557820.0,225
M567442895,887120.0,17
M567591477,851500.0,40
M567626612,895780.0,24
M567637265,6602300.0,16
M567731848,14862760.0,219
M567759724,10641394.0,332
M567792473,7865590.0,564
M567981835,819820.0,46
M568141075,1457180.0,42
M568349270,7247850.0,119
M568556923,4684750.0,94
M568676051,1060310.0,8
M568676614,12852120.0,390
M568865588,3496060.0,73
M569068471,17164745.0,224
M569219956,1883522.0,77
M569377736,2699460.0,223
M569546793,59100.0,2
M569687723,16381076.0,751
M569787429,708490.0,67
M569938989,27386925.0,967
M569994431,2705815.0,275
M570039822,5529170.0,92
M570392917,9561950.0,165
M570817832,1358120.0,181
M571320963,2116650.0,119
M571332520,4993150.0,554
M571474193,1719400.0,31
M571611111,1965390.0,272
M571747420,9435200.0,835
M571911056,1874855.0,310
M572034539,5953340.0,202
M572240765,10814995.0,503
M572608989,725890.0,26
M572629307,1891760.0,75
M573027983,1763930.0,247
M573142895,32133070.0,56
M573258118,9054540.0,149
M573271394,5846140.0,132
M573516082,19991342.0,983
M573740652,1348410.0,87
M573787874,18422746.0,896
M573928803,101500.0,16
M573945912,291300.0,67
M574153022,1627500.0,226
M574232963,231306401.0,371
M574254237,4750030.0,54
M574320936,6896990.0,94
M574338047,10385724.0,553
M574646501,35263050.0,44
M574695506,971970.0,133
M574736521,2130320.0,134
M574755335,1673780.0,76
M574768812,11827730.0,193
M575116357,5791554.0,520
M575258273,36490.0,4
M575493614,280550.0,76
M575571487,11398200.0,241
M575686952,87887720.0,134
M575843190,1024240.0,128
M575929312,36303440.0,243
M576152450,8864051.0,558
M576371649,4965006.0,578
M576487103,65013924.0,256
M576545654,2230932.0,56
M576689847,37859150.0,1177
M576744209,6969650.0,121
M576865835,10321481.0,902
M577026261,567950.0,121
M577036032,1892290.0,30
M577071132,1082170.0,129
M577119406,3138422.0,271
M577654091,19776480.0,122
M577756189,15883610.0,209
M577795547,4150952.0,623
M577819102,2793746.0,182
M577883499,6202730.0,425
M577916024,1227231.0,165
M577921136,5192653.0,426
M578031836,349163.0,60
M578243606,3873513.0,345
M578281551,11669550.0,150
M578318042,18518560.0,163
M578348292,2586310.0,113
M578603245,343260.0,20
M578809958,8208075.0,941
M578845045,2022720.0,91
M579007209,6305730.0,232
M579116078,5406170.0,212
M579283629,5158490.0,107
M579335639,1306465.0,219
M579400896,4327244.0,179
M579408034,611800.0,11
M579828062,473590.0,24
M580040506,1529102.0,203
M580219618,1765360.0,258
M580283231,5355658.0,165
M580288508,8429730.0,372
M580357778,2542134.0,250
M580619637,4604130.0,182
M580628491,1036588.0,192
M580656607,5019418.0,290
M580724421,342100.0,32
M580776257,15546850.0,26
M580961979,5971270.0,347
M581081594,4559345.0,175
M581116927,2044650.0,161
M581288565,4515900.0,420
M581343386,783570.0,89
M581358067,4304009.0,789
M581455189,2429130.0,81
M581613881,6585530.0,268
M581837906,109365840.0,309
M582004046,4777385.0,397
M582126605,1873030.0,192
M582352785,35550760.0,146
M582419353,1688922.0,53
M582432217,4210880.0,286
M582682765,8836774.0,337
M582776015,2869900.0,37
M582912209,5044744.0,950
M583021940,24866702.0,524
M583281850,27187312.0,743
M583567617,2518150.0,188
M583581086,13285164.0,198
M583805526,12503720.0,96
M583915074,1244540.0,78
M583982269,3608440.0,399
M584006026,1752060.0,17
M584042222,3144200.0,310
M584064876,544232.0,152
M584260985,3792246.0,523
M584752498,6575140.0,236
M584908392,907920.0,116
M585114049,16097196.0,1048
M585230871,496195.0,103
M585284914,4194400.0,58
M585409041,8798320.0,116
M585473135,3399130.0,219
M585600990,2361285.0,394
M585633444,3591420.0,47
M585664062,2537920.0,80
M585685187,7423350.0,168
M585733325,9652130.0,261
M585804051,1760770.0,304
M585929810,7030350.0,70
M585960649,1934280.0,168
M585986107,4810871.0,186
M586176066,12374136.0,256
M586248617,3760751.0,351
M586351858,2307994.0,375
M586444356,1180600.0,32
M586466776,483334.0,150
M586531731,4080330.0,214
M586572819,2271703.0,242
M586595304,8256454.0,506
M586645156,1917940.0,148
M586784204,1384806.0,248
M586836219,3017800.0,139
M586926407,3215640.0,84
M587126977,422166.0,87
M587208762,214800.0,27
M587380864,6748580.0,105
M587402751,601300.0,14
M587529636,3161370.0,26
M587641400,1296181.0,300
M587722213,1918510.0,276
M587731746,1013578.0,77
M587867970,738022.0,155
M587932243,22272000.0,29
M587936483,6897188.0,531
M587939752,8316330.0,163
M587987049,1917797.0,84
M588352040,1505451.0,256
M588377047,912460.0,40
M588859278,4357005.0,163
M588904768,5053790.0,442
M588944261,166700.0,19
M588948065,4531028.0,264
M588951540,4373515.0,431
M589030989,1032020.0,9
M589056793,4983443.0,480
M589258794,13552430.0,207
M589282312,1937000.0,42
M589321117,22971687.0,345
M589772722,287500.0,25
M590011052,5386121.0,189
M590134458,1137070.0,71
M590312257,6277270.0,151
M590343815,293640.0,37
M590423466,5766080.0,208
M590464778,9573010.0,486
M590508224,7889780.0,326
M590545597,7933246.0,281
M590672892,1811577.0,218
M590776321,5117176.0,687
M590982288,889780.0,87
M591023982,342410.0,20
M591050762,6110085.0,246
M591085831,2529418.0,195
M591457150,1163120.0,64
M591775433,1052949.0,86
M591942182,7166664.0,270
M592063002,633130.0,112
M592086790,24766210.0,118
M592087112,4408830.0,127
M592391320,144286390.0,210
M592567384,2719720.0,80
M592635117,613950.0,45
M592708377,211920.0,91
M592845809,2442770.0,50
M593180491,20909404.0,920
M593485709,8493422.0,536
M593577051,1008026.0,346
M593604830,5843362.0,318
M593645365,1514020.0,163
M593660717,1372990.0,179
M593765983,4065498.0,570
M593877418,9570270.0,534
M594039904,4783231.0,187
M594090124,2802350.0,384
M594109989,1258830.0,22
M594198785,29901861.0,636
M594524416,49923650.0,480
M594992791,9093710.0,225
M595046537,371780.0,11
M595323787,2584499.0,307
M595437604,6177150.0,402
M595479077,2657900.0,388
M595560400,1450535.0,178
M595641820,6350164.0,378
M595720477,779530.0,93
M595766931,2003648.0,309
M595800475,7504128.0,648
M595837158,17332830.0,727
M596153310,3605030.0,72
M596295361,6984967.0,644
M596303469,1139720.0,82
M596409332,7312712.0,656
M596502154,36383714.0,689
M596625383,3178740.0,359
M596649395,16544236.0,551
M596836093,663600.0,32
M596890753,1897720.0,119
M596958972,1531767.0,122
M597106868,91670.0,15
M597390191,5147360.0,28
M597468333,33992717.0,216
M597498480,1669600.0,58
M597604338,1506450.0,378
M597786186,41811360.0,192
M597831106,4929423.0,107
M598124898,561270.0,54
M598228720,57400230.0,370
M598291398,2674630.0,66
M598320332,4074685.0,302
M598554877,2057772.0,64
M598573341,5233254.0,474
M598831615,9133612.0,1324
M598983609,12299700.0,54
M599099935,936140.0,163
M599113993,5739634.0,458
M599114280,7522590.0,337
M599149200,24558880.0,55
M599210897,2008394.0,60
M599226476,1974071.0,325
M599236188,684090.0,104
M599399300,910350.0,78
M599586939,544354.0,45
M599711696,3423357.0,351
M599791810,3918311.0,393
M599841601,5060244.0,574
M599874719,22750.0,7
M599963372,824090.0,80
M600160459,1604680.0,36
M600283846,3079330.0,218
M600787387,6135095.0,649
M600810078,1257900.0,185
M601032319,6541427.0,390
M601086910,18465201.0,217
M601093502,5226017.0,222
M601250023,127220.0,5
M601310951,40583970.0,824
M601338921,4953361.0,252
M601394861,289490.0,25
M601576068,3776470.0,183
M601650206,8729568.0,390
M601859408,6676570.0,327
M601970899,557146.0,60
M602232898,16146910.0,184
M602475590,56543910.0,211
M602487851,5889991.0,286
M602548399,2956816.0,105
M602559708,8891760.0,158
M602593032,57089414.0,994
M602822755,397700.0,9
M602881839,590830.0,53
M603274664,19197000.0,79
M603548258,1344860.0,85
M603589701,1408550.0,27
M603639005,8903340.0,255
M603752947,1939720.0,42
M603872863,856390.0,14
M603905641,4099120.0,304
M603908243,2792650.0,322
M603913716,1808033.0,211
M603925968,614836.0,127
M604051678,16858830.0,296
M604161863,9759790.0,446
M604215792,1012590.0,12
M604389417,1302410.0,156
M604444421,26622210.0,290
M604679819,1294530.0,70
M604708216,5221589.0,313
M604854730,5272290.0,108
M604988541,144980.0,3
M605157091,1475622.0,355
M605176091,10463469.0,386
M605201095,1510835.0,242
M605202398,4207471.0,91
M605257842,15294791.0,386
M605333545,3343200.0,330
M605545510,12400620.0,356
M605678543,2490460.0,74
M605847840,16136600.0,192
M606044421,3621622.0,275
M606155696,1876015.0,171
M606184089,958600.0,38
M606203092,14325196.0,153
M606314920,73100.0,2
M606611711,10069795.0,149
M606832039,1995430.0,139
M606838993,11879690.0,98
M606958140,5776790.0,231
M607010958,8084890.0,230
M607145789,883130.0,59
M607249053,1747788.0,242
M607255363,941520.0,9
M607279514,1795360.0,230
M607515322,4145610.0,89
M607579337,170000.0,3
M607638308,1923580.0,57
M607643503,1956502.0,401
M607911961,955934.0,52
M607976656,5092180.0,346
M607982958,2780831.0,218
M608175101,8102246.0,109
M608196535,7396255.0,107
M608356014,380290.0,143
M608400586,7139092.0,236
M608478392,1080470.0,23
M608548655,1028946.0,140
M608690548,996605.0,52
M608787467,6212542.0,443
M608950671,1399010.0,45
M609019089,1749168.0,235
M609094759,1773700.0,28
M609102973,2841302.0,495
M609244333,3814828.0,128
M609251336,12025559.0,427
M609507494,924500.0,52
M609682379,47111050.0,197
M609799705,27056600.0,108
M609879168,3799090.0,353
M610150916,3854138.0,581
M610673889,4089833.0,174
M610777646,3728119.0,600
M610884729,734260.0,59
M611108689,11546508.0,659
M611338529,1882878.0,213
M611378908,3002860.0,177
M611618856,2538040.0,117
M611722173,11311530.0,247
M611754027,1784940.0,65
M611839028,1502446.0,112
M611887217,1613680.0,66
M612107134,6134030.0,44
M612175364,1518670.0,158
M612322967,7692702.0,410
M612524578,1881920.0,55
M612542888,2045131.0,193
M612548007,12080170.0,98
M612846086,512280.0,38
M613031950,2310369.0,223
M613035564,10230521.0,1357
M613382632,747199.0,137
M613557531,3608880.0,77
M613636647,24481910.0,382
M613716868,1714550.0,46
M613960223,627250.0,72
M614026381,5734000.0,179
M614062555,12641846.0,1188
M614101488,4038750.0,81
M614206090,3599392.0,260
M614330822,25235110.0,29
M614504484,736730.0,81
M614523125,3329060.0,384
M614543773,1436807.0,88
M614636935,2172916.0,254
M614691095,100800.0,4
M614715086,191167870.0,192
M614946586,1283654.0,88
M614957061,4700900.0,31
M614963818,10186854.0,672
M615198904,8401933.0,308
M615247123,380120.0,13
M615502219,37374596.0,629
M615815414,2706229.0,204
M615856121,3561390.0,50
M615989993,3100780.0,208
M616195835,10597900.0,132
M616339214,914880.0,72
M616358555,655000.0,2
M616371765,3753950.0,535
M616642079,9896270.0,173
M616711307,4879158.0,392
M616775931,4816640.0,471
M616778623,21684070.0,430
M616805034,613146.0,72
M616854847,591460.0,36
M616904333,7451769.0,235
M617097623,17637228.0,1240
M617150053,13433860.0,109
M617274873,2811318.0,746
M617353629,2189955.0,189
M617479604,16073400.0,679
M617562690,17637220.0,73
M617609913,1744520.0,133
M617739327,7855766.0,135
M617772122,5693940.0,455
M617882077,4100711.0,45
M617972434,3460691.0,43
M618012623,4030400.0,253
M618024341,25973823.0,314
M618150206,2460540.0,196
M618481147,11981315.0,802
M618540405,1552064.0,264
M618622383,1008530.0,50
M618764075,6703420.0,83
M618889124,3370950.0,55
M619053112,10613130.0,61
M619070506,62119469.0,527
M619205727,1685231.0,215
M619290375,44775430.0,346
M619376966,6333900.0,45
M619389832,91600.0,8
M619531812,275550.0,71
M619575345,3111201.0,319
M619627821,1766890.0,298
M619669341,71730.0,2
M619948839,1162087.0,159
M619961175,201350.0,30
M620106281,3978003.0,996
M620110671,3821800.0,233
M620243306,13385540.0,343
M620426951,7130686.0,304
M620550265,3851680.0,51
M620593844,2778018.0,245
M620637742,3726356.0,378
M620645836,6140490.0,380
M620750637,9935061.0,335
M620808374,15348470.0,333
M620964838,11622346.0,490
M621001635,1660710.0,234
M621445426,6806300.0,350
M621465922,684990.0,74
M621496550,8102294.0,85
M621699711,164797000.0,32
M621808120,985330.0,34
M621955841,1851590.0,13
M621982611,7138060.0,254
M622053351,1383762.0,92
M622079725,980140.0,72
M622255604,6016050.0,318
M622437562,8865370.0,719
M622468945,22608481.0,494
M622852544,57975228.0,855
