,num,cust,recency,count,sum
4587,4587,M527976053,20211222,22,193450.0
4588,4588,M527982111,20211219,33,2836820.0
4589,4589,M528020998,20211224,161,9271062.0
4590,4590,M528158352,20211126,30,998360.0
4592,4592,M528261257,20211221,94,12958560.0
4593,4593,M528487912,20211224,192,9533735.0
4594,4594,M528556313,20211231,141,8937818.0
4595,4595,M528799855,20211231,51,1022407.0
4596,4596,M528822676,20211121,39,12380740.0
4597,4597,M528858437,20211231,83,3400630.0
4598,4598,M528999951,20211231,64,2574170.0
4599,4599,M529174515,20211231,34,1559390.0
4600,4600,M529228770,20211231,125,6271134.0
4601,4601,M529346193,20211213,74,8021310.0
4602,4602,M529396267,20211225,50,1955750.0
4603,4603,M529642527,20210524,23,2861392.0
4604,4604,M529745799,20211230,155,6553432.0
4605,4605,M529964448,20211205,28,4006250.0
4606,4606,M529966394,20211228,186,10542867.0
4607,4607,M529991273,20211231,177,6913533.0
4608,4608,M530108942,20211223,42,1700782.0
4609,4609,M530181963,20211213,12,1080100.0
4610,4610,M530257470,20211227,46,655370.0
4611,4611,M530704822,20211224,81,9487900.0
4612,4612,M530779190,20211107,32,1047830.0
4613,4613,M530861584,20211229,22,2461208.0
4614,4614,M530948880,20211216,26,385000.0
4615,4615,M530984837,20211230,45,6716241.0
4616,4616,M531007110,20211223,53,387210.0
4617,4617,M531114951,20211218,53,2469730.0
4618,4618,M531183910,20211231,47,2028059.0
4620,4620,M531576789,20211225,24,18959510.0
4621,4621,M531768765,20211226,68,6264268.0
4622,4622,M531771523,20211227,102,8427305.0
4623,4623,M531859592,20211211,3,46600.0
4624,4624,M531995914,20211217,86,2433138.0
4625,4625,M532122055,20211124,4,2320340.0
4626,4626,M532206293,20211220,38,2807450.0
4627,4627,M532451410,20211225,149,4704552.0
4628,4628,M532460156,20211217,74,20030310.0
4629,4629,M532543101,20211231,103,8312860.0
4630,4630,M532580719,20211224,85,5652280.0
4631,4631,M532581347,20211213,40,2455460.0
4632,4632,M533104542,20211230,246,18997280.0
4633,4633,M533161668,20211222,16,643630.0
4634,4634,M533162014,20211227,163,24668851.0
4635,4635,M533224279,20211231,82,4787460.0
4636,4636,M533286446,20211231,131,7255732.0
4637,4637,M533330698,20211230,63,6046150.0
4638,4638,M533392376,20211230,142,11562840.0
4639,4639,M533470775,20211213,43,1305610.0
4640,4640,M533588678,20210905,57,5002370.0
4641,4641,M533642636,20210523,13,426020.0
4642,4642,M533679068,20211217,122,1898112.0
4643,4643,M533928784,20211007,4,208800.0
4644,4644,M533962219,20211229,201,4243145.0
4645,4645,M534203599,20211230,57,21935460.0
4646,4646,M534285064,20211221,62,5472187.0
4647,4647,M534286027,20211231,124,9506188.0
4648,4648,M534389941,20211231,49,1169320.0
4649,4649,M534542211,20211230,62,3573146.0
4650,4650,M534655200,20211204,39,1425170.0
4651,4651,M534798969,20211231,80,2188230.0
4652,4652,M534845877,20211224,67,6067371.0
4653,4653,M535064924,20210922,6,232250.0
4654,4654,M535280825,20211115,48,912720.0
4655,4655,M535478906,20211229,135,3239756.0
4656,4656,M535511186,20211211,43,2108536.0
4657,4657,M535617055,20211230,199,14633608.0
4658,4658,M535619013,20211224,91,2627632.0
4659,4659,M535646653,20211218,77,5993147.0
4660,4660,M535690091,20211204,34,3805200.0
4661,4661,M535728903,20211206,59,2038890.0
4662,4662,M536053706,20211121,19,1378099.0
4663,4663,M536262100,20211124,53,2882222.0
4664,4664,M536342722,20211029,23,1909430.0
4665,4665,M536546587,20211226,27,383940.0
4666,4666,M536589015,20211214,57,1484815.0
4667,4667,M536610498,20210322,5,392900.0
4668,4668,M536644170,20211018,97,10140662.0
4669,4669,M536652207,20211218,23,3868819.0
4670,4670,M536828618,20211124,17,1860800.0
4671,4671,M536853719,20211214,45,1804410.0
4672,4672,M536862206,20211203,41,6758520.0
4673,4673,M536873138,20211231,78,4646461.0
4674,4674,M537458579,20211221,44,3526150.0
4675,4675,M537474818,20211218,58,1379260.0
4676,4676,M537608342,20211231,138,3024610.0
4677,4677,M537611093,20211231,109,16350970.0
4678,4678,M537737239,20210807,7,288220.0
4679,4679,M537998546,20211229,78,5512836.0
4680,4680,M538523945,20211229,48,1142780.0
4681,4681,M538589276,20211227,232,8750769.0
4682,4682,M538813915,20210415,3,92082.0
4683,4683,M538840625,20211227,61,2941140.0
4684,4684,M538975514,20211225,136,12705802.0
4685,4685,M539319916,20210811,9,95032.0
4686,4686,M539360434,20210803,10,3523800.0
4687,4687,M539460331,20211231,79,10159935.0
4688,4688,M539494433,20211225,83,5660296.0
4689,4689,M539626897,20211122,33,529850.0
4690,4690,M539694666,20211218,24,1493359.0
4691,4691,M539762810,20211223,123,6812220.0
4692,4692,M539802599,20211225,42,2038940.0
4693,4693,M539893665,20211229,191,8320114.0
4694,4694,M540175028,20211214,31,1972427.0
4695,4695,M540248662,20211230,171,5022815.0
4696,4696,M540302401,20211231,97,3070620.0
4697,4697,M540390805,20210803,7,757080.0
4698,4698,M540532824,20211230,151,6255740.0
4699,4699,M540600430,20211228,136,10532017.0
4700,4700,M540649055,20211024,74,4693548.0
4702,4702,M540731063,20211210,38,1235922.0
4703,4703,M540775338,20211212,187,2959969.0
4704,4704,M541273341,20211228,43,951910.0
4705,4705,M541316539,20210507,7,241760.0
4706,4706,M541414221,20211231,25,650770.0
4707,4707,M541462455,20211126,26,4974330.0
4708,4708,M542006779,20211225,32,1470030.0
4709,4709,M542138606,20211210,75,2788684.0
4710,4710,M542261570,20211224,138,6986637.0
4711,4711,M542286880,20211227,50,1213819.0
4712,4712,M542324199,20211004,21,1893160.0
4713,4713,M542460712,20211231,253,23414835.0
4714,4714,M542470408,20211226,123,5243330.0
4715,4715,M542511715,20211219,19,1713680.0
4716,4716,M542814763,20211202,20,860300.0
4717,4717,M542880486,20211231,57,9691390.0
4718,4718,M542951365,20211217,59,393076.0
4719,4719,M543014243,20211220,37,1164296.0
4720,4720,M543401064,20211224,64,3473814.0
4721,4721,M543529847,20211106,47,6166980.0
4722,4722,M543680242,20211230,144,3793226.0
4723,4723,M543693843,20211229,61,4880280.0
4724,4724,M543737993,20211231,67,4687280.0
4725,4725,M543830283,20211127,41,1939680.0
4726,4726,M543864379,20210823,126,17682330.0
4727,4727,M543938728,20211229,114,4147080.0
4728,4728,M543999421,20211227,89,5716803.0
4729,4729,M544007035,20211229,161,8998486.0
4730,4730,M544094815,20210623,25,2591040.0
4731,4731,M544099027,20211226,66,11136350.0
4732,4732,M544173408,20211227,45,1405830.0
4734,4734,M544221880,20211231,47,2712730.0
4735,4735,M544233576,20211209,33,1884992.0
4736,4736,M544648848,20211230,22,415760.0
4737,4737,M544964240,20211225,93,2846954.0
4739,4739,M545135785,20211231,175,3457601.0
4740,4740,M545314003,20211203,27,479070.0
4741,4741,M545352253,20211107,25,1361530.0
4742,4742,M545634703,20211231,122,4089119.0
4743,4743,M545673489,20211219,50,2231712.0
4744,4744,M545868798,20211225,82,4643956.0
4745,4745,M545976064,20211221,11,1760700.0
4746,4746,M546095031,20211229,40,1802578.0
4747,4747,M546151085,20211217,52,3448459.0
4748,4748,M546343509,20211207,40,2574790.0
4749,4749,M546399641,20210417,1,29500.0
4750,4750,M546402650,20211230,79,7115720.0
4751,4751,M546513832,20211228,184,7572661.0
4752,4752,M546609869,20211207,46,2842280.0
4753,4753,M546752252,20210315,3,90650.0
4754,4754,M546798182,20211230,53,2429969.0
4755,4755,M546999033,20211228,127,16997730.0
4756,4756,M547086261,20211218,37,1998040.0
4757,4757,M547196309,20211220,83,9721510.0
4758,4758,M547318357,20211229,78,2481954.0
4759,4759,M547337385,20211219,57,1283822.0
4761,4761,M547703513,20211017,16,733080.0
4762,4762,M547880508,20211229,65,4736362.0
4763,4763,M547882057,20211226,29,1410052.0
4764,4764,M548297963,20210927,1,2300.0
4765,4765,M548392751,20211224,165,4696151.0
4766,4766,M548452721,20211129,31,3910700.0
4767,4767,M548492157,20211228,123,2352840.0
4768,4768,M548590587,20211231,75,8000104.0
4769,4769,M548867801,20211202,25,1724450.0
4770,4770,M548983113,20211207,24,5340340.0
4771,4771,M549027174,20211204,63,2515480.0
4772,4772,M549233825,20211225,47,1356440.0
4773,4773,M549407461,20211219,27,6025038.0
4774,4774,M549643749,20211003,34,10541500.0
4775,4775,M549705705,20211230,51,1169591.0
4776,4776,M549796774,20211231,89,4215622.0
4777,4777,M549897905,20211221,40,2043860.0
4778,4778,M549951590,20211203,27,1384520.0
4779,4779,M550015775,20211025,4,411400.0
4780,4780,M550041858,20211215,63,3791460.0
4781,4781,M550123431,20211017,24,2361690.0
4782,4782,M550221650,20211226,28,4157270.0
4783,4783,M550537941,20211230,135,20528158.0
4784,4784,M550569270,20211231,73,1333750.0
4785,4785,M550591171,20211205,28,2625760.0
4786,4786,M550739463,20211231,217,18800681.0
4787,4787,M550775976,20211119,3,223835.0
4788,4788,M550841300,20211225,43,3826292.0
4789,4789,M551137863,20210603,39,2316680.0
4790,4790,M551179116,20211227,78,7145979.0
4791,4791,M551197787,20211221,38,3289398.0
4792,4792,M551416446,20211213,20,592810.0
4793,4793,M551427869,20211231,147,18447730.0
4794,4794,M551449957,20211204,54,4535790.0
4795,4795,M551565765,20211219,38,1964664.0
4796,4796,M551725020,20211217,35,5465148.0
4797,4797,M551939528,20211227,90,4093478.0
4798,4798,M552058646,20211129,61,5104160.0
4799,4799,M552073499,20211228,83,6777710.0
4800,4800,M552145990,20211230,92,7963340.0
4801,4801,M552309965,20211227,34,614807.0
4802,4802,M552585249,20211229,171,4612766.0
4804,4804,M552676439,20211205,37,9056538.0
4805,4805,M552806075,20211230,5,656700.0
4806,4806,M552927798,20211212,12,3205480.0
4807,4807,M553397592,20211228,49,4874693.0
4808,4808,M553479889,20211204,61,4681520.0
4809,4809,M553736639,20211228,41,4861234.0
4810,4810,M553752204,20211223,26,1806952.0
4811,4811,M553844316,20210526,74,4699846.0
4812,4812,M554010891,20211206,42,3085540.0
4813,4813,M554180891,20211116,58,601345.0
4814,4814,M554361496,20211116,48,2399150.0
4815,4815,M554410659,20211230,77,25508210.0
4816,4816,M554554077,20211209,50,3612840.0
4817,4817,M554663251,20211220,29,5086420.0
4818,4818,M555023275,20211208,44,4306322.0
4819,4819,M555128879,20211219,79,3835410.0
4820,4820,M555145390,20211230,114,8778013.0
4821,4821,M555162156,20211230,45,5124426.0
4822,4822,M555242794,20211231,67,4011130.0
4823,4823,M555439355,20211223,113,4711668.0
4824,4824,M555634783,20211217,79,4023730.0
4825,4825,M555691097,20211219,70,1737267.0
4826,4826,M555714856,20211231,199,9562412.0
4827,4827,M556048284,20211106,44,5886174.0
4828,4828,M556097968,20211230,107,5230550.0
4829,4829,M556347395,20211231,137,14985984.0
4831,4831,M556467497,20210811,7,421670.0
4832,4832,M556494467,20211218,23,1783449.0
4833,4833,M556547432,20211226,36,577679.0
4834,4834,M556624164,20211126,45,2606000.0
4835,4835,M556693964,20211219,52,1245742.0
4836,4836,M556829114,20211225,38,1126840.0
4837,4837,M556872168,20211230,163,5541164.0
4838,4838,M556896683,20211204,91,17808820.0
4839,4839,M556903572,20211225,26,483020.0
4840,4840,M556916622,20211110,35,2489255.0
4841,4841,M556921028,20211219,40,1000970.0
4842,4842,M557238681,20211127,22,2952840.0
4843,4843,M557319676,20211218,93,5339166.0
4844,4844,M557452739,20211230,105,10575048.0
4845,4845,M557542676,20211228,57,2881290.0
4846,4846,M557607301,20211231,126,6734337.0
4848,4848,M557826490,20211218,35,3874580.0
4849,4849,M558050715,20211231,153,1798238.0
4850,4850,M558051641,20211204,37,2488760.0
4851,4851,M558461402,20211225,34,4558250.0
4852,4852,M558895673,20211220,90,5589108.0
4853,4853,M558914178,20211217,42,4180060.0
4854,4854,M559034937,20211202,40,14406150.0
4855,4855,M559097269,20211205,27,7411320.0
4857,4857,M559504689,20211230,60,2363569.0
4858,4858,M559508510,20210515,1,29400.0
4859,4859,M559528576,20211221,39,2238349.0
4860,4860,M559587345,20210630,60,8820530.0
4861,4861,M559598030,20211214,22,1441680.0
4862,4862,M559833735,20211226,110,12677750.0
4863,4863,M560108351,20210504,1,24900.0
4864,4864,M560474744,20211224,26,1405890.0
4865,4865,M560567624,20211228,109,1698050.0
4866,4866,M560695362,20211224,101,12090524.0
4867,4867,M560788323,20211228,93,14688456.0
4868,4868,M560932123,20211226,91,6148420.0
4869,4869,M560958428,20211220,114,4865460.0
4870,4870,M561020740,20211206,57,3227340.0
4871,4871,M561234899,20211124,24,2145180.0
4873,4873,M561582322,20211230,47,2123500.0
4875,4875,M561798905,20211006,6,3806600.0
4877,4877,M561909752,20211030,22,896060.0
4878,4878,M562150787,20211120,10,696460.0
4879,4879,M562152239,20211220,184,16259611.0
4880,4880,M562279808,20211225,91,8438280.0
4881,4881,M562358473,20211223,23,3452860.0
4882,4882,M562367959,20211217,85,8205990.0
4883,4883,M562512968,20211227,171,9444281.0
4884,4884,M562662978,20211227,28,2314395.0
4885,4885,M562689353,20211227,68,1855390.0
4886,4886,M562823758,20211231,71,2594568.0
4887,4887,M562972198,20211122,17,1142830.0
4888,4888,M563239564,20211230,25,924720.0
4889,4889,M563591752,20211231,45,2267007.0
4890,4890,M563665889,20211227,73,9300485.0
4892,4892,M564299660,20210820,41,1717990.0
4893,4893,M564688750,20211226,25,2998950.0
4894,4894,M564821952,20211229,87,5500147.0
4895,4895,M564837751,20211223,45,2446180.0
4896,4896,M565046184,20211222,42,2235730.0
4897,4897,M565088953,20211208,70,2040228.0
4898,4898,M565168909,20211121,34,853356.0
4900,4900,M565559792,20210419,6,73910.0
4901,4901,M565720454,20211223,22,640980.0
4902,4902,M565861207,20211219,31,5628770.0
4903,4903,M565908693,20211230,68,1247676.0
4904,4904,M566015264,20211230,106,7507170.0
4905,4905,M566336454,20211222,45,3015060.0
4906,4906,M566392706,20211212,96,3881430.0
4907,4907,M566433136,20211231,265,13359888.0
4908,4908,M566445984,20211220,29,2211480.0
4909,4909,M566579499,20211230,40,494650.0
4911,4911,M566622815,20210615,24,1774722.0
4912,4912,M566689756,20211231,134,7649749.0
4913,4913,M566703167,20211219,40,5792500.0
4914,4914,M566761869,20211216,20,1215670.0
4915,4915,M566801849,20211229,24,3341080.0
4916,4916,M566955270,20211228,24,529050.0
4917,4917,M567160601,20211207,51,9423500.0
4918,4918,M567331707,20211219,130,11557820.0
4919,4919,M567442895,20211122,10,887120.0
4920,4920,M567591477,20211001,38,851500.0
4921,4921,M567626612,20210514,19,895780.0
4922,4922,M567637265,20211225,10,6602300.0
4923,4923,M567731848,20211231,144,14862760.0
4924,4924,M567759724,20211228,122,10641394.0
4925,4925,M567792473,20211230,133,7865590.0
4926,4926,M567981835,20211019,17,819820.0
4927,4927,M568141075,20211019,39,1457180.0
4928,4928,M568349270,20211230,102,7247850.0
4929,4929,M568556923,20211214,74,4684750.0
4930,4930,M568676051,20211205,5,1060310.0
4931,4931,M568676614,20211214,147,12852120.0
4932,4932,M568865588,20211231,41,3496060.0
4933,4933,M569068471,20211226,96,17164745.0
4934,4934,M569219956,20211022,35,1883522.0
4935,4935,M569377736,20211231,56,2699460.0
4936,4936,M569546793,20211030,2,59100.0
4937,4937,M569687723,20211230,192,16381076.0
4938,4938,M569787429,20211126,31,708490.0
4940,4940,M569994431,20211230,74,2705815.0
4941,4941,M570039822,20211217,54,5529170.0
4942,4942,M570392917,20211229,93,9561950.0
4943,4943,M570817832,20211220,40,1358120.0
4944,4944,M571320963,20211226,32,2116650.0
4945,4945,M571332520,20211230,105,4993150.0
4946,4946,M571474193,20211225,21,1719400.0
4947,4947,M571611111,20211230,67,1965390.0
4948,4948,M571747420,20211231,248,9435200.0
4949,4949,M571911056,20211117,26,1874855.0
4950,4950,M572034539,20211230,104,5953340.0
4951,4951,M572240765,20211231,181,10814995.0
4952,4952,M572608989,20211010,15,725890.0
4953,4953,M572629307,20211219,64,1891760.0
4954,4954,M573027983,20211221,36,1763930.0
4956,4956,M573258118,20211223,85,9054540.0
4957,4957,M573271394,20211225,26,5846140.0
4958,4958,M573516082,20211229,124,19991342.0
4959,4959,M573740652,20211227,33,1348410.0
4960,4960,M573787874,20211230,153,18422746.0
4961,4961,M573928803,20211207,5,101500.0
4962,4962,M573945912,20211222,22,291300.0
4963,4963,M574153022,20211207,59,1627500.0
4965,4965,M574254237,20211225,16,4750030.0
4966,4966,M574320936,20211226,61,6896990.0
4967,4967,M574338047,20211225,121,10385724.0
4969,4969,M574695506,20211216,26,971970.0
4970,4970,M574736521,20211221,50,2130320.0
4971,4971,M574755335,20211231,45,1673780.0
4972,4972,M574768812,20211219,49,11827730.0
4973,4973,M575116357,20211231,173,5791554.0
4974,4974,M575258273,20211016,3,36490.0
4975,4975,M575493614,20211222,43,280550.0
4976,4976,M575571487,20211228,143,11398200.0
4978,4978,M575843190,20211126,28,1024240.0
4980,4980,M576152450,20211231,106,8864051.0
4981,4981,M576371649,20211231,135,4965006.0
4983,4983,M576545654,20211229,20,2230932.0
4985,4985,M576744209,20211230,86,6969650.0
4986,4986,M576865835,20211225,189,10321481.0
4987,4987,M577026261,20211122,21,567950.0
4988,4988,M577036032,20211228,27,1892290.0
4989,4989,M577071132,20211204,34,1082170.0
4990,4990,M577119406,20211213,44,3138422.0
4991,4991,M577654091,20211202,108,19776480.0
4992,4992,M577756189,20211227,91,15883610.0
4993,4993,M577795547,20211230,72,4150952.0
4994,4994,M577819102,20210810,44,2793746.0
4995,4995,M577883499,20211004,145,6202730.0
4996,4996,M577916024,20211218,48,1227231.0
4997,4997,M577921136,20211225,110,5192653.0
4998,4998,M578031836,20211224,14,349163.0
4999,4999,M578243606,20211218,113,3873513.0
5000,5000,M578281551,20210918,89,11669550.0
5001,5001,M578318042,20211125,89,18518560.0
5002,5002,M578348292,20211218,48,2586310.0
5003,5003,M578603245,20211209,6,343260.0
5004,5004,M578809958,20211229,159,8208075.0
5005,5005,M578845045,20211211,47,2022720.0
5006,5006,M579007209,20211225,90,6305730.0
5007,5007,M579116078,20211231,155,5406170.0
5008,5008,M579283629,20211125,57,5158490.0
5009,5009,M579335639,20211225,60,1306465.0
5010,5010,M579400896,20211221,39,4327244.0
5011,5011,M579408034,20211228,10,611800.0
5012,5012,M579828062,20211211,20,473590.0
5013,5013,M580040506,20211230,65,1529102.0
5014,5014,M580219618,20211231,44,1765360.0
5015,5015,M580283231,20211205,63,5355658.0
5016,5016,M580288508,20211227,195,8429730.0
5017,5017,M580357778,20211230,50,2542134.0
5018,5018,M580619637,20211230,88,4604130.0
5019,5019,M580628491,20211231,79,1036588.0
5020,5020,M580656607,20211225,62,5019418.0
5021,5021,M580724421,20211225,25,342100.0
5022,5022,M580776257,20211227,20,15546850.0
5023,5023,M580961979,20211228,70,5971270.0
5024,5024,M581081594,20211218,69,4559345.0
5025,5025,M581116927,20211201,39,2044650.0
5026,5026,M581288565,20211231,145,4515900.0
5027,5027,M581343386,20211209,34,783570.0
5028,5028,M581358067,20211231,145,4304009.0
5029,5029,M581455189,20211225,56,2429130.0
5030,5030,M581613881,20211231,128,6585530.0
5032,5032,M582004046,20211225,92,4777385.0
5033,5033,M582126605,20211225,110,1873030.0
5035,5035,M582419353,20211213,36,1688922.0
5036,5036,M582432217,20211217,93,4210880.0
5037,5037,M582682765,20211224,54,8836774.0
5038,5038,M582776015,20210119,20,2869900.0
5039,5039,M582912209,20211230,165,5044744.0
5040,5040,M583021940,20211231,229,24866702.0
5042,5042,M583567617,20211114,38,2518150.0
5043,5043,M583581086,20211230,80,13285164.0
5044,5044,M583805526,20210928,52,12503720.0
5045,5045,M583915074,20211220,52,1244540.0
5046,5046,M583982269,20211225,75,3608440.0
5047,5047,M584006026,20210503,14,1752060.0
5048,5048,M584042222,20211226,39,3144200.0
5049,5049,M584064876,20210517,11,544232.0
5050,5050,M584260985,20211227,130,3792246.0
5051,5051,M584752498,20211221,89,6575140.0
5052,5052,M584908392,20210809,23,907920.0
5053,5053,M585114049,20211223,105,16097196.0
5054,5054,M585230871,20211207,40,496195.0
5055,5055,M585284914,20211217,49,4194400.0
5056,5056,M585409041,20211231,93,8798320.0
5057,5057,M585473135,20211228,155,3399130.0
5058,5058,M585600990,20211231,240,2361285.0
5059,5059,M585633444,20211212,22,3591420.0
5060,5060,M585664062,20211130,52,2537920.0
5061,5061,M585685187,20211225,65,7423350.0
5062,5062,M585733325,20211230,160,9652130.0
5063,5063,M585804051,20211230,146,1760770.0
5064,5064,M585929810,20211203,35,7030350.0
5065,5065,M585960649,20211229,31,1934280.0
5066,5066,M585986107,20211227,86,4810871.0
5067,5067,M586176066,20211229,133,12374136.0
5068,5068,M586248617,20211222,92,3760751.0
5069,5069,M586351858,20211225,84,2307994.0
5070,5070,M586444356,20211228,19,1180600.0
5071,5071,M586466776,20211219,61,483334.0
5072,5072,M586531731,20211231,47,4080330.0
5073,5073,M586572819,20211204,52,2271703.0
5074,5074,M586595304,20211230,228,8256454.0
5075,5075,M586645156,20211227,52,1917940.0
5076,5076,M586784204,20210831,55,1384806.0
5077,5077,M586836219,20211219,36,3017800.0
5078,5078,M586926407,20211226,55,3215640.0
5079,5079,M587126977,20211127,26,422166.0
5080,5080,M587208762,20211229,27,214800.0
5081,5081,M587380864,20211214,64,6748580.0
5082,5082,M587402751,20210816,11,601300.0
5083,5083,M587529636,20211231,19,3161370.0
5084,5084,M587641400,20211227,70,1296181.0
5085,5085,M587722213,20211231,112,1918510.0
5086,5086,M587731746,20211228,33,1013578.0
5087,5087,M587867970,20211229,32,738022.0
5088,5088,M587932243,20210524,29,22272000.0
5089,5089,M587936483,20211231,173,6897188.0
5090,5090,M587939752,20211219,107,8316330.0
5091,5091,M587987049,20211127,33,1917797.0
5092,5092,M588352040,20211231,71,1505451.0
5093,5093,M588377047,20211214,12,912460.0
5094,5094,M588859278,20211229,68,4357005.0
5095,5095,M588904768,20211226,68,5053790.0
5096,5096,M588944261,20211014,3,166700.0
5097,5097,M588948065,20211231,80,4531028.0
5098,5098,M588951540,20211221,61,4373515.0
5099,5099,M589030989,20211029,3,1032020.0
5100,5100,M589056793,20211231,232,4983443.0
5101,5101,M589258794,20211218,110,13552430.0
5102,5102,M589282312,20211207,34,1937000.0
5103,5103,M589321117,20211231,211,22971687.0
5104,5104,M589772722,20211214,12,287500.0
5105,5105,M590011052,20211228,81,5386121.0
5106,5106,M590134458,20211230,26,1137070.0
5107,5107,M590312257,20211226,94,6277270.0
5108,5108,M590343815,20211226,24,293640.0
5109,5109,M590423466,20211231,73,5766080.0
5110,5110,M590464778,20211231,237,9573010.0
5111,5111,M590508224,20211231,168,7889780.0
5112,5112,M590545597,20211230,141,7933246.0
5113,5113,M590672892,20211229,100,1811577.0
5114,5114,M590776321,20211229,163,5117176.0
5115,5115,M590982288,20211024,8,889780.0
5116,5116,M591023982,20210724,13,342410.0
5117,5117,M591050762,20211213,95,6110085.0
5118,5118,M591085831,20211223,40,2529418.0
5119,5119,M591457150,20211224,28,1163120.0
5120,5120,M591775433,20211220,20,1052949.0
5121,5121,M591942182,20211121,105,7166664.0
5122,5122,M592063002,20210820,36,633130.0
5123,5123,M592086790,20211210,74,24766210.0
5124,5124,M592087112,20210817,47,4408830.0
5126,5126,M592567384,20211222,54,2719720.0
5127,5127,M592635117,20210812,21,613950.0
5128,5128,M592708377,20211107,47,211920.0
5129,5129,M592845809,20211023,30,2442770.0
5130,5130,M593180491,20211230,195,20909404.0
5131,5131,M593485709,20211219,162,8493422.0
5132,5132,M593577051,20211224,104,1008026.0
5133,5133,M593604830,20211230,65,5843362.0
5134,5134,M593645365,20211205,62,1514020.0
5135,5135,M593660717,20210825,25,1372990.0
5136,5136,M593765983,20211224,67,4065498.0
5137,5137,M593877418,20211231,208,9570270.0
5138,5138,M594039904,20211225,116,4783231.0
5139,5139,M594090124,20211231,235,2802350.0
5140,5140,M594109989,20211121,12,1258830.0
5143,5143,M594992791,20211227,100,9093710.0
5144,5144,M595046537,20210302,6,371780.0
5145,5145,M595323787,20211229,95,2584499.0
5146,5146,M595437604,20211231,187,6177150.0
5147,5147,M595479077,20211230,51,2657900.0
5148,5148,M595560400,20211120,55,1450535.0
5149,5149,M595641820,20211228,104,6350164.0
5150,5150,M595720477,20211122,23,779530.0
5151,5151,M595766931,20211221,69,2003648.0
5152,5152,M595800475,20211230,61,7504128.0
5153,5153,M595837158,20211223,115,17332830.0
5154,5154,M596153310,20211231,52,3605030.0
5155,5155,M596295361,20211231,89,6984967.0
5156,5156,M596303469,20211220,20,1139720.0
5157,5157,M596409332,20211230,107,7312712.0
5159,5159,M596625383,20211222,201,3178740.0
5160,5160,M596649395,20211231,169,16544236.0
5161,5161,M596836093,20211227,26,663600.0
5162,5162,M596890753,20211220,23,1897720.0
5163,5163,M596958972,20210906,21,1531767.0
5164,5164,M597106868,20210302,3,91670.0
5165,5165,M597390191,20211126,19,5147360.0
5167,5167,M597498480,20211207,28,1669600.0
5168,5168,M597604338,20211231,152,1506450.0
5170,5170,M597831106,20211229,53,4929423.0
5171,5171,M598124898,20211123,43,561270.0
5173,5173,M598291398,20211228,38,2674630.0
5174,5174,M598320332,20211230,69,4074685.0
5175,5175,M598554877,20210924,26,2057772.0
5176,5176,M598573341,20211231,144,5233254.0
5177,5177,M598831615,20211228,160,9133612.0
5178,5178,M598983609,20211211,39,12299700.0
5179,5179,M599099935,20211229,74,936140.0
5180,5180,M599113993,20211226,159,5739634.0
5181,5181,M599114280,20210919,100,7522590.0
5182,5182,M599149200,20211231,30,24558880.0
5183,5183,M599210897,20211219,28,2008394.0
5184,5184,M599226476,20211225,61,1974071.0
5185,5185,M599236188,20211229,43,684090.0
5186,5186,M599399300,20211230,50,910350.0
5187,5187,M599586939,20210926,31,544354.0
5188,5188,M599711696,20211228,64,3423357.0
5189,5189,M599791810,20211230,70,3918311.0
5190,5190,M599841601,20211221,100,5060244.0
5191,5191,M599874719,20210504,5,22750.0
5192,5192,M599963372,20211113,21,824090.0
5193,5193,M600160459,20211229,21,1604680.0
5194,5194,M600283846,20211227,142,3079330.0
5195,5195,M600787387,20211227,115,6135095.0
5196,5196,M600810078,20211220,36,1257900.0
5197,5197,M601032319,20211230,119,6541427.0
5198,5198,M601086910,20211225,72,18465201.0
5199,5199,M601093502,20211230,142,5226017.0
5200,5200,M601250023,20210829,2,127220.0
5202,5202,M601338921,20211227,71,4953361.0
5203,5203,M601394861,20211023,6,289490.0
5204,5204,M601576068,20211219,40,3776470.0
5205,5205,M601650206,20211231,214,8729568.0
5206,5206,M601859408,20210717,120,6676570.0
5207,5207,M601970899,20211225,42,557146.0
5208,5208,M602232898,20211227,68,16146910.0
5210,5210,M602487851,20211221,75,5889991.0
5211,5211,M602548399,20211108,34,2956816.0
5212,5212,M602559708,20211120,38,8891760.0
5214,5214,M602822755,20211208,1,397700.0
5215,5215,M602881839,20211219,16,590830.0
5216,5216,M603274664,20211211,39,19197000.0
5217,5217,M603548258,20211030,50,1344860.0
5218,5218,M603589701,20211228,21,1408550.0
5219,5219,M603639005,20211226,44,8903340.0
5220,5220,M603752947,20211204,24,1939720.0
5221,5221,M603872863,20211210,12,856390.0
5222,5222,M603905641,20211211,108,4099120.0
5223,5223,M603908243,20211229,81,2792650.0
5224,5224,M603913716,20211217,32,1808033.0
5225,5225,M603925968,20211205,21,614836.0
5226,5226,M604051678,20211226,159,16858830.0
5227,5227,M604161863,20211219,210,9759790.0
5228,5228,M604215792,20211231,4,1012590.0
5229,5229,M604389417,20211004,40,1302410.0
5231,5231,M604679819,20211225,26,1294530.0
5232,5232,M604708216,20211127,36,5221589.0
5233,5233,M604854730,20211231,85,5272290.0
5234,5234,M604988541,20210318,3,144980.0
5235,5235,M605157091,20211221,64,1475622.0
5236,5236,M605176091,20211106,151,10463469.0
